header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Type of garage,Type of parking facilities,error
"Groot, Groter, Grootst - Havenkwartier (Bouwnr. 189)",3071 NJ Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42489150-groot-groter-grootst-havenkwartier-bouwnr-189/?navigateSource=resultlist,20220126_212450,"€ 1,695,500 vrij op naam","€ 7,154    The asking price per m² (€ 1,695,500) is calculated by dividing the asking price of the home by the living area (237 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Penthouse (apartment),New property,2023,SWK garantiecertificaat,Living area237 m²,237 m²,615 m³,4 rooms (3 bedrooms),1 story,14th floor,Elevator,A        What does this mean?,Energy efficient window,District heating,District heating,Underground parking,Parking garage,no
