header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Hessen Kasselstraat 4 c,5615 SM Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-41143390-hessen-kasselstraat-4-c/?navigateSource=resultlist,20220128_141739,"€ 489,000 vrij op naam","€ 3,468    The asking price per m² (€ 489,000) is calculated by dividing the asking price of the home by the living area (141 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 485,000 vrij op naam",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2021,Flat roof covered with asphalt roofing,Living area141 m²Exterior space attached to the building18 m²,141 m²,18 m²,460 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,1st floor,"Mechanical ventilation, sliding door, TV via cable and solar panels",Not available,Energy efficient window and completely insulated,Complete floor heating and heat pump,Electrical boiler,"Alongside a quiet road, in center and in residential district",Balcony present,Parking place,Public parking,no
