header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
St. Antonielaan 183,6821 GG Arnhem        ,https://www.funda.nl/en/koop/arnhem/appartement-42674513-st-antonielaan-183/?navigateSource=resultlist,20220130_124439,"€ 389,500 kosten koper","€ 3,141    The asking price per m² (€ 389,500) is calculated by dividing the asking price of the home by the living area (124 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1906,Combination roof,Living area124 m²Exterior space attached to the building11 m²,124 m²,11 m²,390 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories,1st floor,Skylight and passive ventilation system,F        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Nefit Excellent HR (gas-fired combination boiler from 2006, in ownership)",Full ownership,Balcony present,Public parking,Yes,Yes,No,No,Yes,No,no
