header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,CH boiler,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Utrechtsestraat 130 B,1017 VT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88975748-utrechtsestraat-130-b/?navigateSource=resultlist,20220129_202033,"€ 695,000 kosten koper","€ 8,797    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,€ 90.52 per month,Upstairs apartment (apartment),Resale property,1750,Furnished and listed building (national monument),Gable roof,Living area79 m²Exterior space attached to the building7 m²,79 m²,7 m²,258 m³,3 rooms (1 bedroom),1 bathroom,"Bath, shower and toilet",2 stories,1st floor,E            2.38What does this mean?,Partly double glazed,CH boiler,2007,In center,Balcony present,No,No,No,No,No,No,no
