header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Prinsenpark (Bouwnr. 2),3066 GA Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41287778-prinsenpark-bouwnr-2/?navigateSource=resultlist,20220126_005626,"€ 768,750 vrij op naam","€ 4,089    The asking price per m² (€ 768,750) is calculated by dividing the asking price of the home by the living area (188 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Galleried apartment (apartment),New property,2023,Woningborg garantiecertificaat,Living area188 m²,188 m²,563 m³,3 rooms (2 bedrooms),1 story,1st floor,"Balanced ventilation system, outdoor awning, smart home, elevator, mechanical ventilation, sliding door and solar panels",A        What does this mean?,"Double glazing, energy efficient window and completely insulated","District heating, complete floor heating, heat recovery unit and heat pump",District heating,"Alongside park, alongside water, sheltered location, in residential district and unobstructed surrounding view",Sun terrace,Built-in,Built-in and parking place,1 car,Electrical door,Parking on private property and parking garage,no
