header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,error
Appartement L (Bouwnr. 203),3527 KW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42568044-appartement-l-bouwnr-203/?navigateSource=resultlist,20220131_151613,"€ 515,000 vrij op naam","€ 6,205    The asking price per m² (€ 515,000) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2021,Politiekeurmerk and SWK garantiecertificaat,Living area83 m²Exterior space attached to the building15 m²,83 m²,15 m²,247 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,"Balanced ventilation system, elevator, mechanical ventilation and solar panels",A        What does this mean?,Completely insulated,District heating and complete floor heating,District heating,Balcony present,Built-in,Underground parking,Parking garage,no
