header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dorpsweg 139 C,3082 LH Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42534477-dorpsweg-139-c/?navigateSource=resultlist,20220126_170516,"€ 190,000 kosten koper","€ 3,455    The asking price per m² (€ 190,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available immediately,€ 90.00 per month,Apartment with shared street entrance (apartment),Resale property,1950,Gable roof covered with roof tiles,Living area55 m²,55 m²,165 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,3rd floor,D        What does this mean?,Double glazing,CH boiler,CH boiler,Vaillant (gas-fired combination boiler from 2019),Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 90.00 per month),Yes,Yes,Yes,no
