header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Houtzagerssingel 50,2512 XG Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88037940-houtzagerssingel-50/?navigateSource=resultlist,20220131_202608,"€ 249,500 kosten koper","€ 4,798    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Ground-floor apartment (apartment),Resale property,1850,Living area52 m²,52 m²,235 m³,2 rooms (1 bedroom),1 bathroom,"Bath, shower and toilet",1 story,Ground floor,D        What does this mean?,CH boiler,CH boiler,"Gas-fired combination boiler from 2018, in ownership",Full ownership,Back garden,Yes,Yes,Yes,Yes,Yes,Yes,no
