header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,Garden,Back garden,Shed / storage,Facilities,Type of parking facilities,error
"Type A, Tussenwoning (Bouwnr. 57)",1704 BX Heerhugowaard        ,https://www.funda.nl/en/koop/heerhugowaard/huis-42652541-type-a-tussenwoning-bouwnr-57/?navigateSource=resultlist,20220128_053021,"€ 259,800 vrij op naam","€ 2,986    The asking price per m² (€ 259,800) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under option,Available in consultation,"Single-family home, row house",New property,2022,Flat roof covered with asphalt roofing,Living area87 m²,87 m²,231 m³,4 rooms (3 bedrooms),2 stories,A+++        What does this mean?,District heating,District heating,Back garden and front garden,"38 m² (7,5 meter deep and 5 meter broad)",Detached wooden storage,Electricity,Public parking,no
