header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Potgieterstraat 45 3,1053 XS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42517929-potgieterstraat-45-3/?navigateSource=resultlist,20220129_074223,"€ 775,000 kosten koper","€ 7,990    The asking price per m² (€ 775,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 100.00 per month,Upstairs apartment (double upstairs apartment),Resale property,1890,Living area97 m²Exterior space attached to the building21 m²External storage space6 m²,97 m²,21 m²,6 m²,321 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,2 stories,D        What does this mean?,CH boiler,CH boiler,"2009, in ownership",Full ownership,Alongside a quiet road and in residential district,Sun terrace,Roof terrace present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 100.00 per month),Yes,Yes,Yes,no
