header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Ownership situation,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Akkersplein 75,8443 AS Heerenveen        ,https://www.funda.nl/en/koop/heerenveen/appartement-42688001-akkersplein-75/?navigateSource=resultlist,20220129_031622,"€ 169,500 kosten koper","€ 2,146    The asking price per m² (€ 169,500) is calculated by dividing the asking price of the home by the living area (79 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,€ 261.00 per month,Galleried apartment (apartment),Resale property,1968,Flat roof,Living area79 m²Exterior space attached to the building9 m²External storage space4 m²,79 m²,9 m²,4 m²,249 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,E        What does this mean?,Mostly double glazed,Communal central heating,Electrical boiler,Full ownership,Balcony present,Built-in,Electricity,Public parking,Yes,Yes,Yes (€ 261.00 per month),Yes,Yes,Yes,no
