header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities,Type of parking facilities,error
Tarthorst 10,2402 LN Alphen aan den Rijn        ,https://www.funda.nl/en/koop/alphen-aan-den-rijn/huis-88996423-tarthorst-10/?navigateSource=resultlist,20220129_061830,"€ 340,000 kosten koper","€ 3,148    The asking price per m² (€ 340,000) is calculated by dividing the asking price of the home by the living area (108 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1981,Living area108 m²External storage space6 m²,108 m²,6 m²,105 m²,374 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,B        What does this mean?,Roof insulation and double glazing,CH boiler,CH boiler,"Combination boiler from 2017, in ownership",105 m²,Full ownership,In residential district,Back garden,Detached brick storage,Electricity and running water,Public parking,no
