header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Kaapstraat 65,2572 HE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88048229-kaapstraat-65/?navigateSource=resultlist,20220131_194703,"€ 300,000 kosten koper","€ 3,409    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 28, 2022",Available,Available in consultation,€ 40.00 per month,Ground-floor apartment (apartment),Resale property,1922,Living area88 m²Other space inside the building35 m²,88 m²,35 m²,276 m³,4 rooms (3 bedrooms),1 story,Ground floor,Not available,CH boiler,CH boiler,"Combination boiler, in ownership",Long-term lease,"€ 43,6 per year with option to purchase",Back garden,Paid parking,Yes,Yes,Yes (€ 40.00 per month),No,Yes,Yes,no
