header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Van Linschotenstraat 13,3814 PN Amersfoort        ,https://www.funda.nl/en/koop/amersfoort/huis-88897428-van-linschotenstraat-13/?navigateSource=resultlist,20220129_034447,"€ 439,000 kosten koper","€ 3,569    The asking price per m² (€ 439,000) is calculated by dividing the asking price of the home by the living area (123 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1981-1990,Gable roof covered with roof tiles,Living area123 m²Exterior space attached to the building1 m²External storage space12 m²,123 m²,1 m²,12 m²,200 m²,422 m³,6 rooms (3 bedrooms),2 stories and a attic with loft,Mechanical ventilation and TV via cable,B        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",District heating,Central facility,200 m²,Full ownership,In center and in residential district,Back garden and front garden,"108 m² (20 meter deep and 5,4 meter broad)",Located at the southwest accessible via the rear,Detached brick storage,Electricity,Carport,Parking on private property,no
