header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Hot water,Location,Garden,Type of garage,Type of parking facilities,error
Bouwnummer (Bouwnr. 295),3011 BT Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41387861-bouwnummer-bouwnr-295/?navigateSource=resultlist,20220126_005121,"€ 1,163,000 vrij op naam","€ 5,591    The asking price per m² (€ 1,163,000) is calculated by dividing the asking price of the home by the living area (208 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Under option,Available in consultation,Penthouse,New property,2022,Living area208 m²,208 m²,540 m³,1 room,1 story,21st floor,A        What does this mean?,"Roof insulation, double glazing, eco-building, partly double glazed, no cavity wall, insulated walls, floor insulation, completely insulated and secondary glazing",Central facility,"On navigable waterway, alongside water, in center and in residential district",Sun terrace,Underground parking,Parking garage,no
