header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Herengracht 242 -B,1016 BT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42679473-herengracht-242-b/?navigateSource=resultlist,20220130_193138,"€ 1,500,000 kosten koper","€ 14,151    The asking price per m² (€ 1,500,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 300.00 per month,Upstairs apartment,Resale property,1770,Living area106 m²,106 m²,333 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath and shower,1 story,2nd floor,Alarm installation and mechanical ventilation,Not available,Double glazing,"CH boiler, fireplace and partial floor heating",CH boiler,Combination boiler from 2019,Full ownership,Full ownership,On navigable waterway and in center,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 300.00 per month),Yes,Yes,Yes,no
