header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Nieuwe Leliestraat 185 A t/m E,1015 HD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88011331-nieuwe-leliestraat-185-a-t-m-e/?navigateSource=resultlist,20220130_221916,"€ 500,000 kosten koper","€ 12,500    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (40 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available in consultation,€ 75.00 per month,Upstairs apartment (apartment),Resale property,Before 1906,Living area40 m²Exterior space attached to the building3 m²,40 m²,3 m²,96 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,2 stories,3rd floor,Not available,Full ownership,In center and in residential district,Balcony present,"Paid parking, public parking and resident's parking permits",No,No,Yes (€ 75.00 per month),No,Yes,Yes,no
