header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,Type of garage,Capacity,Type of parking facilities,error
De Indus 2,5152 VC Drunen        ,https://www.funda.nl/en/koop/drunen/huis-88024876-de-indus-2/?navigateSource=resultlist,20220129_164817,"€ 610,000 kosten koper","€ 2,990    The asking price per m² (€ 610,000) is calculated by dividing the asking price of the home by the living area (204 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1990,Living area204 m²Other space inside the building20 m²Exterior space attached to the building6 m²,204 m²,20 m²,6 m²,273 m²,751 m³,9 rooms (6 bedrooms),2 stories and a attic,C        What does this mean?,273 m²,Full ownership,Surrounded by garden,Built-in,1 car,Parking on private property,no
