header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Balcony/roof garden,Shed / storage,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Deltapromenade 364,2554 GX Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-87798241-deltapromenade-364/?navigateSource=resultlist,20220131_200923,"€ 1,975,000 vrij op naam","€ 9,729    The asking price per m² (€ 1,975,000) is calculated by dividing the asking price of the home by the living area (203 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2020,Huisgarantie,Living area203 m²Exterior space attached to the building140 m²,203 m²,140 m²,528 m³,5 rooms (4 bedrooms),1 story,7th floor,Elevator and mechanical ventilation,Not available,Completely insulated,"Complete floor heating, heat recovery unit and heat pump",In residential district and seaview,Balcony present,Built-in,Underground parking,Parking garage,No,No,No,No,No,No,no
