header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Amundsenlaan 53,5623 PN Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42514644-amundsenlaan-53/?navigateSource=resultlist,20220201_013517,"€ 345,000 kosten koper","€ 2,974    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 245.00 per month,Upstairs apartment (apartment),Resale property,1970,Living area116 m²Other space inside the building2 m²Exterior space attached to the building19 m²External storage space9 m²,116 m²,2 m²,19 m²,9 m²,367 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,1 story,7th floor,E        What does this mean?,Double glazing,Communal central heating,CH boiler and central facility,Full ownership,Alongside a quiet road and in residential district,Balcony present,Yes,Yes,Yes (€ 245.00 per month),Yes,Yes,Yes,no
