header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Marshallstraat 19,5346 TB Oss        ,https://www.funda.nl/en/koop/oss/huis-42582535-marshallstraat-19/?navigateSource=resultlist,20220128_043613,"€ 325,000 kosten koper","€ 2,708    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 months,Sold under reservation,Available in consultation,"Single-family home, double house",Resale property,1967,Living area120 m²External storage space27 m²,120 m²,27 m²,242 m²,460 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Solar collectors,C        What does this mean?,Partly double glazed and insulated walls,CH boiler,CH boiler,"Atag (gas-fired combination boiler, in ownership)",242 m²,Full ownership,In residential district,Surrounded by garden,Detached wooden storage,Electricity,Public parking,no
