header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Type of property,Plot size,Area,Ownership situation,error
Kromme Gat 22 A,3372 DH Hardinxveld-Giessendam        ,https://www.funda.nl/en/koop/hardinxveld-giessendam/bouwgrond-88989646-kromme-gat-22-a/?navigateSource=resultlist,20220130_145937,"€ 325,000 vrij op naam",2 months,Available,Available in consultation,Building plot,500 m²,500 m²,Full ownership,no
