header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Type of garage,error
Appartement 170 m2 (Bouwnr. 3),2332 AH Leiden        ,https://www.funda.nl/en/koop/leiden/appartement-42572720-appartement-170-m2-bouwnr-3/?navigateSource=resultlist,20220129_183034,"€ 1,008,000 vrij op naam","€ 5,929    The asking price per m² (€ 1,008,000) is calculated by dividing the asking price of the home by the living area (170 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Galleried apartment,New property,2023,Living area170 m²,170 m²,510 m³,1 room,1 story,Elevator,A        What does this mean?,Underground parking,no
