header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sonate 15,3363 LA Sliedrecht        ,https://www.funda.nl/en/koop/sliedrecht/appartement-88035080-sonate-15/?navigateSource=resultlist,20220127_231854,"€ 220,000 kosten koper","€ 4,231    The asking price per m² (€ 220,000) is calculated by dividing the asking price of the home by the living area (52 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 86.00 per month,Galleried apartment (apartment),Resale property,2015,Living area52 m²,52 m²,171 m³,2 rooms (1 bedroom),1 bathroom,3 stories,1st floor,Not available,CH boiler and complete floor heating,CH boiler,Gas-fired combination boiler from 2015,In residential district,Balcony present,Storage box,Parking on gated property,Yes,Yes,Yes (€ 86.00 per month),Yes,Yes,Yes,no
