header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Area,Ownership situation,Garden,error
Melkrijder 12,3752 XW Bunschoten-Spakenburg        ,https://www.funda.nl/en/koop/bunschoten-spakenburg/huis-88908552-melkrijder-12/?navigateSource=resultlist,20220129_161754,"€ 395,000 kosten koper","€ 3,435    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2021,Living area115 m²External storage space6 m²,115 m²,6 m²,143 m²,445 m³,5 rooms (4 bedrooms),3 stories,A++        What does this mean?,143 m²,Full ownership,Back garden,no
