header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Location,Type of garage,error
Plesmanweg 351 bnr 22,2597 JG Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42650451-plesmanweg-351-bnr-22/?navigateSource=resultlist,20220131_234227,"€ 595,000 vrij op naam","€ 4,685    The asking price per m² (€ 595,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under option,Available in consultation,"Single-family home, row house",New property,After 2020,Living area127 m²Other space inside the building11 m²,127 m²,11 m²,316 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,2 stories,Mechanical ventilation,Not available,Double glazing,"Alongside park, alongside a quiet road, sheltered location and in residential district",Underground parking,no
