header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Type of garage,Capacity,error
Daelwijcklaan 5,3554 HJ Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-88982602-daelwijcklaan-5/?navigateSource=resultlist,20220131_154515,"€ 450,000 kosten koper","€ 4,327    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 475,000 kosten koper",2 months,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1962,Living area104 m²External storage space17 m²,104 m²,17 m²,160 m²,365 m³,7 rooms (6 bedrooms),1 bathroom and 2 separate toilets,Shower,3 stories,Skylight,D        What does this mean?,Double glazing,CH boiler,CH boiler,Nefit HR ketel,160 m²,Full ownership,"Back garden, front garden and side garden","47 m² (5,23 meter deep and 9,03 meter broad)",Detached brick garage,1 car,no
