header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Balcony/roof garden,Shed / storage,Facilities.1,Insulation.1,Type of garage,Type of parking facilities,error
Zandheuvel (Bouwnr. 33),7064 GD Silvolde        ,https://www.funda.nl/en/koop/silvolde/appartement-42463678-zandheuvel-bouwnr-33/?navigateSource=resultlist,20220129_095600,"€ 370,500 vrij op naam","€ 4,071    The asking price per m² (€ 370,500) is calculated by dividing the asking price of the home by the living area (91 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Ground-floor apartment (apartment),New property,2022,Flat roof,Living area91 m²,91 m²,315 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,3 stories,Ground floor,Elevator and solar panels,A+++        What does this mean?,Completely insulated,Complete floor heating and heat pump,Central facility,Unobstructed surrounding view,Sun terrace,Balcony present,Built-in,Electricity,"Roof insulation, insulated walls, floor insulation and completely insulated",Parking place,Parking on private property and public parking,no
