header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Shed / storage,Facilities.1,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dantestraat 124,1102 ZP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88908347-dantestraat-124/?navigateSource=resultlist,20220131_000136,"€ 200,000 kosten koper","€ 5,882    The asking price per m² (€ 200,000) is calculated by dividing the asking price of the home by the living area (34 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,1984,Flat roof,Energie Prestatie Advies,Living area34 m²,34 m²,107 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,1 story,3rd floor,TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, lease",Municipal long-term lease,Bought off for eternity,Alongside a quiet road and in residential district,Storage box,Electricity,Public parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
