header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Haarlemmerdijk 39,1013 KA Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42668226-haarlemmerdijk-39/?navigateSource=resultlist,20220130_210624,"€ 2,100,000 kosten koper","€ 10,660    The asking price per m² (€ 2,100,000) is calculated by dividing the asking price of the home by the living area (197 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1896,Partly furnished with carpets and curtains and listed building (national monument),Combination roof covered with asphalt roofing and roof tiles,Living area197 m²Other space inside the building169 m²,197 m²,169 m²,147 m²,"1,179 m³",10 rooms (5 bedrooms),1 bathroom and 2 separate toilets,Shower and toilet,5 stories and a basement,TV via cable,G        What does this mean?,Partly double glazed,CH boiler and fireplace,CH boiler,"Gas-fired combination boiler from 2008, in ownership",147 m²,Full ownership,In center,Roof terrace present and french balcony present,Built-in,Electricity,Paid parking,no
