header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Humaldastate 26,8926 RG Leeuwarden        ,https://www.funda.nl/en/koop/leeuwarden/huis-42682888-humaldastate-26/?navigateSource=resultlist,20220128_011503,"€ 189,000 kosten koper","€ 1,783    The asking price per m² (€ 189,000) is calculated by dividing the asking price of the home by the living area (106 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1982,Flat roof,Living area106 m²External storage space10 m²,106 m²,10 m²,150 m²,378 m³,5 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath,2 stories,"Outdoor awning, optical fibre and TV via cable",C        What does this mean?,Double glazing,District heating,District heating,150 m²,Full ownership,Back garden and front garden,"71 m² (12,5 meter deep and 5,7 meter broad)",Located at the southwest accessible via the rear,Detached wooden storage,Public parking,no
