header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Ten Katestraat 87,1053 CC Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42663261-ten-katestraat-87/?navigateSource=resultlist,20220131_004504,"€ 625,000 kosten koper","€ 7,622    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (82 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 159.00 per month,Galleried apartment (apartment),Resale property,2006,Living area82 m²External storage space3 m²,82 m²,3 m²,255 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,3rd floor,Elevator,A        What does this mean?,CH boiler,CH boiler,"2006, in ownership",Municipal ownership encumbered with long-term leaset (end date of long-term lease:  30-09-2055),Paid until 30-09-2055,Parking garage and resident's parking permits,Yes,Yes,Yes (€ 159.00 per month),Yes,Yes,Yes,no
