header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of parking facilities,error
Bethlehemweg 31,3513 CV Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42542083-bethlehemweg-31/?navigateSource=resultlist,20220131_154413,"€ 550,000 kosten koper","€ 4,783    The asking price per m² (€ 550,000) is calculated by dividing the asking price of the home by the living area (115 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1913,Gable roof covered with roof tiles,Living area115 m²,115 m²,64 m²,390 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,Solar panels,F        What does this mean?,Roof insulation and double glazing,CH boiler and pellet burner,CH boiler,"Intergas (gas-fired combination boiler from 2021, in ownership)",64 m²,Full ownership,"Alongside park, alongside a quiet road, in residential district and unobstructed surrounding view",Back garden,"6 m² (2,5 meter deep and 2,5 meter broad)",Located at the south,Roof terrace present,"Paid parking, public parking and resident's parking permits",no
