header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Type of garage,Capacity,Type of parking facilities,error
Donsvlinder 60,2317 KG Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88012274-donsvlinder-60/?navigateSource=resultlist,20220129_041252,"€ 635,000 kosten koper","€ 3,649    The asking price per m² (€ 635,000) is calculated by dividing the asking price of the home by the living area (174 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Under offer,Available on 7/1/2022,"Single-family home, row house",Resale property,1977,Living area174 m²Other space inside the building10 m²Exterior space attached to the building14 m²External storage space16 m²,174 m²,10 m²,14 m²,16 m²,190 m²,616 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories and a loft,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",190 m²,Full ownership,Alongside water and in residential district,Back garden and front garden,60 m² (10 meter deep and 6 meter broad),Located at the northwest,Balcony present,Garage,1 car,Parking on private property,no
