header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Insulation,Ownership situation,Fees,Garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Soestdijksekade 94,2574 AP Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88845766-soestdijksekade-94/?navigateSource=resultlist,20220129_154939,"€ 210,000 kosten koper","€ 3,333    The asking price per m² (€ 210,000) is calculated by dividing the asking price of the home by the living area (63 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Ground-floor apartment (open shared street entrancet),Resale property,1926,Renovation project,Living area63 m²Exterior space attached to the building50 m²External storage space3 m²,63 m²,50 m²,3 m²,214 m³,3 rooms (2 bedrooms),1 story,Ground floor,G        What does this mean?,Partly double glazed,Long-term lease,"€ 35,34 per year",Back garden,Detached wooden storage,Paid parking and resident's parking permits,No,No,No,No,No,No,no
