header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Area,Garden,Back garden,Garden location,Type of garage,error
Sporkt 4,5122 HD Rijen        ,https://www.funda.nl/en/koop/rijen/huis-88986936-sporkt-4/?navigateSource=resultlist,20220129_051839,"€ 299,500 kosten koper","€ 2,799    The asking price per m² (€ 299,500) is calculated by dividing the asking price of the home by the living area (107 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 325,000 kosten koper",2 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1984,Living area107 m²External storage space7 m²,107 m²,7 m²,157 m²,368 m³,5 rooms (4 bedrooms),3 stories,Rolldown shutters and solar panels,C        What does this mean?,Partly double glazed,157 m²,Back garden and front garden,"77 m² (14 meter deep and 5,5 meter broad)",Located at the south accessible via the rear,Parking place,no
