header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Jan Haringstraat 33,3554 XV Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42671241-jan-haringstraat-33/?navigateSource=resultlist,20220131_164040,"€ 359,000 kosten koper","€ 3,779    The asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,1936,Gable roof covered with roof tiles,Living area95 m²Exterior space attached to the building2 m²,95 m²,2 m²,108 m²,355 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,Passive ventilation system and TV via cable,C        What does this mean?,Double glazing,Gas heaters,Gas water heater,108 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"38 m² (7,5 meter deep and 5 meter broad)",Located at the northeast accessible via the rear,Attached brick storage,Public parking,no
