header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Maassingel 280,5215 GL Den Bosch        ,https://www.funda.nl/en/koop/den-bosch/appartement-42664047-maassingel-280/?navigateSource=resultlist,20220201_110628,"€ 215,000 kosten koper","€ 3,525    The asking price per m² (€ 215,000) is calculated by dividing the asking price of the home by the living area (61 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,€ 129.08 per month,Galleried apartment (apartment),Resale property,1965,Flat roof,Living area61 m²Exterior space attached to the building4 m²External storage space5 m²,61 m²,4 m²,5 m²,180 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,1st floor,D        What does this mean?,Partly double glazed,Communal central heating,Full ownership,In residential district,Built-in,Public parking,Yes,Yes,Yes (€ 129.08 per month),Yes,Yes,Yes,no
