header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,error
Nieuw-Loosdrechtsedijk 270 WS 10,1231 LH Loosdrecht        ,https://www.funda.nl/en/koop/loosdrecht/huis-42422529-nieuw-loosdrechtsedijk-270-ws-10/?navigateSource=resultlist,20220127_223828,"€ 385,000 vrij op naam","€ 3,407    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (113 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Houseboat, detached residential property",Resale property,1998,Flat roof covered with asphalt roofing,Living area113 m²,113 m²,334 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,Sliding door and TV via cable,Not available,CH boiler,CH boiler,"Wolf (gas-fired from 1998, in ownership)",1 m²,Full ownership,"On navigable waterway, alongside water and unobstructed surrounding view",no
