header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Original asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Location,Garden,Type of garage,Capacity,Type of parking facilities,error
Jazzboog fase 2 - Vivace/vrijstaand sit. 47,4337 Middelburg        ,https://www.funda.nl/en/koop/middelburg/huis-41253937-jazzboog-fase-2-vivace-vrijstaand-sit-47/?navigateSource=resultlist,20220129_204025,"€ 653,500 vrij op naam","€ 4,416    The asking price per m² (€ 653,500) is calculated by dividing the asking price of the home by the living area (148 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","€ 647,500 vrij op naam",6+ months,Available,Available in consultation,"Single-family home, detached residential property",New property,2021,Gable roof covered with roof tiles,Living area148 m²,148 m²,679 m³,6 rooms (5 bedrooms),1 bathroom,Shower and toilet,3 stories,Solar panels,A        What does this mean?,Completely insulated,Heat pump,In residential district,Surrounded by garden,Detached wooden garage,1 car,Parking on private property and public parking,no
