header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Type of garage,Type of parking facilities,error
Appartement D (gebouw B) (Bouwnr. 52),2804 RR Gouda        ,https://www.funda.nl/en/koop/gouda/appartement-42582028-appartement-d-gebouw-b-bouwnr-52/?navigateSource=resultlist,20220127_223809,"€ 385,000 vrij op naam","€ 5,203    The asking price per m² (€ 385,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,Residential property with shared street entrance (apartment),New property,2022,Living area74 m²Exterior space attached to the building8 m²,74 m²,8 m²,210 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,7th floor,Balanced ventilation system,A        What does this mean?,Completely insulated,Complete floor heating,Electrical boiler,In residential district,Balcony present,Underground parking and parking place,Public parking and parking garage,no
