header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,error
Struweelstraat 29,8043 VN Zwolle        ,https://www.funda.nl/en/koop/zwolle/huis-88997743-struweelstraat-29/?navigateSource=resultlist,20220128_000334,"€ 299,000 kosten koper","€ 3,322    The asking price per m² (€ 299,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available on 2/15/2022,"Single-family home, row house",Resale property,2005,Flat roof,Living area90 m²External storage space6 m²,90 m²,6 m²,122 m²,314 m³,4 rooms (2 bedrooms),2 stories,Air conditioning and mechanical ventilation,A        What does this mean?,Energy efficient window and completely insulated,CH boiler,Solar boiler,122 m²,Full ownership,In residential district,Back garden,"49 m² (9,42 meter deep and 5,23 meter broad)",Located at the south accessible via the rear,Parking place,no
