header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Ownership situation.1,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Cornelis Schuytstraat 50,1071 JL Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41205980-cornelis-schuytstraat-50/?navigateSource=resultlist,20220130_234551,"€ 1,800,000 kosten koper","€ 8,696    The asking price per m² (€ 1,800,000) is calculated by dividing the asking price of the home by the living area (207 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Upstairs apartment,Resale property,1906,Gable roof covered with asphalt roofing and roof tiles,Living area207 m²Exterior space attached to the building60 m²,207 m²,60 m²,805 m³,6 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,1st floor,Not available,Double glazing,CH boiler,CH boiler,"Combination boiler, in ownership",Full ownership,Full ownership,Sheltered location and in residential district,Roof terrace present and balcony present,"Paid parking, public parking and resident's parking permits",No,No,No,No,No,No,no
