header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of garage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Jan van Duivenvoordestraat 59,1067 MT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88910989-jan-van-duivenvoordestraat-59/?navigateSource=resultlist,20220130_235133,"€ 380,000 kosten koper","€ 4,222    The asking price per m² (€ 380,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 200 per month,4 months,Under offer,Available in consultation,Mezzanine,Resale property,2002,Living area90 m²Exterior space attached to the building9 m²External storage space5 m²,90 m²,9 m²,5 m²,267 m³,3 rooms (2 bedrooms),2 bathrooms,Bath and 2 showers,7 stories,6th floor,B        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired from 2018, in ownership",Municipal long-term lease,In residential district,Balcony present,Parking place,Parking garage,No,No,No,No,No,No,no
