header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Herengracht 45 B,1015 BB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42536279-herengracht-45-b/?navigateSource=resultlist,20220130_195543,"€ 795,000 kosten koper","€ 8,281    The asking price per m² (€ 795,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,€ 113.45 per month,Upstairs apartment (apartment),Resale property,1581,Monumental building,Living area96 m²External storage space4 m²,96 m²,4 m²,244 m³,3 rooms (2 bedrooms),2 bathrooms,"Jacuzzi, shower and 2 toilets",1 story,Jacuzzi,G        What does this mean?,CH boiler,CH boiler,Atag (gas-fired combination boiler),Full ownership,"On navigable waterway, alongside water and unobstructed surrounding view",Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 113.45 per month),Yes,No,No,no
