header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sint-Jobskade 374,3024 EN Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42664398-sint-jobskade-374/?navigateSource=resultlist,20220125_214633,"€ 575,000 kosten koper","€ 4,563    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (126 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,€ 181.00 per month,Apartment with shared street entrance (apartment),Resale property,2006,Flat roof covered with other,Living area126 m²Exterior space attached to the building15 m²,126 m²,15 m²,382 m³,4 rooms (3 bedrooms),1 bathroom,Shower,1 story,7th floor,A        What does this mean?,Completely insulated,District heating,Central facility,Full ownership,"Alongside a quiet road, alongside water, sheltered location, in residential district and unobstructed surrounding view",Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 181.00 per month),Yes,Yes,Yes,no
