header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Welnastraat 553,1096 GJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42531712-welnastraat-553/?navigateSource=resultlist,20220130_232521,"€ 235,000 kosten koper","€ 8,393    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (28 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 45.00 per month,Apartment with shared street entrance (apartment),Resale property,2014,Living area28 m²,28 m²,96 m³,1 room (1 bedroom),1 bathroom,Shower and toilet,1 story,6th floor,Elevator and mechanical ventilation,A        What does this mean?,"Double glazing, energy efficient window and completely insulated",District heating and complete floor heating,District heating,Municipal long-term lease (end date of long-term lease:  30-09-2061),€ 2.095 per year with option to purchase,French balcony present,Yes,Yes,Yes (€ 45.00 per month),Yes,Yes,Yes,no
