header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,Area,Ownership situation,Location,Type of parking facilities,error
Haarlemmerstraat 43,1013 EJ Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42598138-haarlemmerstraat-43/?navigateSource=resultlist,20220130_195918,"€ 1,150,000 kosten koper","€ 5,637    The asking price per m² (€ 1,150,000) is calculated by dividing the asking price of the home by the living area (204 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1759,Protected townscape or village view (permit needed for alterations),Living area204 m²,204 m²,65 m²,420 m³,7 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",4 stories,C        What does this mean?,Gas heaters,Electrical boiler,65 m²,Full ownership,In center,Paid parking and resident's parking permits,no
