header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Location,Garden,error
Vijverpark (Bouwnr. 29),2035 PE Haarlem        ,https://www.funda.nl/en/koop/haarlem/huis-42448543-vijverpark-bouwnr-29/?navigateSource=resultlist,20220129_183317,"€ 585,000 vrij op naam","€ 4,606    The asking price per m² (€ 585,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Single-family home, row house",New property,2021,Living area127 m²,127 m²,468 m³,5 rooms (3 bedrooms),3 stories,Mechanical ventilation and solar panels,A        What does this mean?,In residential district,Back garden,no
