header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Dantelaan 63,3533 VB Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42681653-dantelaan-63/?navigateSource=resultlist,20220128_084751,"€ 750,000 kosten koper","€ 6,579    The asking price per m² (€ 750,000) is calculated by dividing the asking price of the home by the living area (114 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1937,Living area114 m²Exterior space attached to the building4 m²External storage space6 m²,114 m²,4 m²,6 m²,128 m²,343 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,D        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler and partial floor heating,CH boiler,"Vaillant (gas-fired from 2010, in ownership)",128 m²,Full ownership,In residential district,Back garden and front garden,"45 m² (8,71 meter deep and 5,14 meter broad)",Located at the southwest,Detached wooden storage,Public parking,no
