header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,Ownership situation,Location,Garden,Back garden,Shed / storage,error
Pieter de la Courtstraat 58,2313 BW Leiden        ,https://www.funda.nl/en/koop/leiden/huis-88032171-pieter-de-la-courtstraat-58/?navigateSource=resultlist,20220129_050542,"€ 425,000 kosten koper","€ 5,000    The asking price per m² (€ 425,000) is calculated by dividing the asking price of the home by the living area (85 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,1925,Protected townscape or village view (permit needed for alterations) and renovation project,Flat roof,Bouwkundige keuring,Living area85 m²External storage space10 m²,85 m²,10 m²,159 m²,317 m³,4 rooms (3 bedrooms),2 stories,G        What does this mean?,159 m²,Full ownership,Alongside a quiet road,Back garden and side garden,"48 m² (8,71 meter deep and 5,56 meter broad)",Detached wooden storage,no
