header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Location,Garden,Back garden,Garden location,Type of garage,Type of parking facilities,error
Bloemistenlaan 51 -16,2313 BB Leiden        ,https://www.funda.nl/en/koop/leiden/huis-42653205-bloemistenlaan-51-16/?navigateSource=resultlist,20220130_140944,"€ 865,000 vrij op naam","€ 5,307    The asking price per m² (€ 865,000) is calculated by dividing the asking price of the home by the living area (163 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 160 per month,5 weeks,Sold under reservation,"Single-family home, row house",New property,2022,Living area163 m²Other space inside the building34 m²,163 m²,34 m²,593 m³,6 rooms (1 bedroom),1 bathroom and 2 separate toilets,Shower,"2 stories, a/an attic and a basement",Solar panels,A        What does this mean?,Completely insulated,Partial floor heating and heat pump,In center and in residential district,Back garden and surrounded by garden,"50 m² (8,4 meter deep and 6 meter broad)",Located at the west,Underground parking,Parking on private property and parking garage,no
