header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Patmosdreef 48,3562 JM Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-88044544-patmosdreef-48/?navigateSource=resultlist,20220131_155421,"€ 284,500 kosten koper","€ 3,027    The asking price per m² (€ 284,500) is calculated by dividing the asking price of the home by the living area (94 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,€ 190.08 per month,Apartment with shared street entrance,Resale property,1967,Living area94 m²Exterior space attached to the building4 m²External storage space4 m²,94 m²,4 m²,4 m²,310 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,1 story,4th floor,B        What does this mean?,District heating,Gas-fired boiler (rental),Full ownership,In residential district,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 190.08 per month),Yes,Yes,Yes,no
