header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Type of parking facilities,error
Durgerdammerdijk 1008,1026 CR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88980513-durgerdammerdijk-1008/?navigateSource=resultlist,20220127_202253,"€ 590,000 vrij op naam","€ 5,900    The asking price per m² (€ 590,000) is calculated by dividing the asking price of the home by the living area (100 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Houseboat, detached residential property (residential property on water)",Resale property,1906-1930,Monumental building,Living area100 m²Other space inside the building25 m²Exterior space attached to the building50 m²External storage space15 m²,100 m²,25 m²,50 m²,15 m²,125 m²,200 m³,7 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Hipbath, 2 showers and toilet",2 stories,Air conditioning and skylight,Not available,CH boiler and heat pump,CH boiler,Oil-fired combination boiler,125 m²,Usufruct,"Alongside a quiet road, on navigable waterway, rural, freestanding location and unobstructed surrounding view",Public parking,no
