header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Sun terrace,Garden location,Type of parking facilities,error
Reitdiephaven 417,9746 RH Groningen        ,https://www.funda.nl/en/koop/groningen/huis-42688374-reitdiephaven-417/?navigateSource=resultlist,20220129_040339,"€ 500,000 kosten koper","€ 3,650    The asking price per m² (€ 500,000) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",Today,Available,Available in consultation,"Single-family home, row house",Resale property,2008,Living area137 m²External storage space7 m²,137 m²,7 m²,130 m²,482 m³,5 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,"Mechanical ventilation, TV via cable and solar panels",A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Agpo (gas-fired combination boiler from 2008, in ownership)",130 m²,Full ownership,Alongside water and in residential district,Back garden and sun terrace,15 m² (3 meter deep and 5 meter broad),Located at the south accessible via the rear,Public parking,no
