header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Westerdijk 4 0907,3513 EW Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42658278-westerdijk-4-0907/?navigateSource=resultlist,20220131_155237,"€ 325,000 kosten koper","€ 6,132    The asking price per m² (€ 325,000) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 81 per month,6 weeks,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),Resale property,2013,Flat roof,Living area53 m²Exterior space attached to the building2 m²,53 m²,2 m²,172 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,9th floor,Elevator,A        What does this mean?,Energy efficient window and completely insulated,District heating,District heating,Full ownership,Balcony present,Paid parking and parking garage,Yes,Yes,Yes,Yes,Yes,Yes,no
