header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Nederhoven 28,5655 BS Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/huis-42687266-nederhoven-28/?navigateSource=resultlist,20220201_010836,"€ 510,000 kosten koper","€ 3,566    The asking price per m² (€ 510,000) is calculated by dividing the asking price of the home by the living area (143 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1974,Living area143 m²External storage space6 m²,143 m²,6 m²,147 m²,488 m³,6 rooms (5 bedrooms),2 stories and a attic,A        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",147 m²,Full ownership,Back garden and front garden,60 m² (10 meter deep and 6 meter broad),Located at the east accessible via the rear,Detached wooden storage,Public parking,no
