header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Garden,Sun terrace,Balcony/roof garden,Type of garage,error
Bold Sky Villa XXL (Bouwnr. 2),1031 KV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-41372373-bold-sky-villa-xxl-bouwnr-2/?navigateSource=resultlist,20220129_020440,"€ 4,400,000 vrij op naam","€ 10,602    The asking price per m² (€ 4,400,000) is calculated by dividing the asking price of the home by the living area (415 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Penthouse,New property,2021,Living area415 m²,415 m²,"1,150 m³",9 rooms (6 bedrooms),2 stories,23rd floor,Elevator,A        What does this mean?,Sun terrace,"48 m² (0,05 meter deep and 0,08 meter broad)",Roof terrace present,Parking place,no
