header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Toermalijnlaan 77,3523 BG Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42679212-toermalijnlaan-77/?navigateSource=resultlist,20220131_163404,"€ 395,000 kosten koper","€ 4,540    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,€ 166.00 per month,Apartment with shared street entrance,Resale property,1959,Living area87 m²Exterior space attached to the building6 m²External storage space9 m²,87 m²,6 m²,9 m²,267 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,1 story,F        What does this mean?,Double glazing,Communal central heating,Electrical boiler (rental),Full ownership,In residential district,Balcony present,Built-in,Paid parking and resident's parking permits,Yes,Yes,Yes (€ 166.00 per month),Yes,Yes,Yes,no
