header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Vorenseindseweg 71,4714 RG Sprundel        ,https://www.funda.nl/en/koop/sprundel/huis-42654171-vorenseindseweg-71/?navigateSource=resultlist,20220127_230051,Price on request,5 weeks,Available,Available in consultation,"Villa, detached residential property",Resale property,1979,Combination roof covered with cane,Living area317 m²Other space inside the building50 m²Exterior space attached to the building90 m²External storage space528 m²,317 m²,50 m²,90 m²,528 m²,"16,195 m²","1,280 m³",6 rooms (5 bedrooms),3 bathrooms and 1 separate toilet,"Sauna, 2 baths, 2 showers and 3 toilets",2 stories,"Sauna, sliding door and swimming pool",C        What does this mean?,Roof insulation and double glazing,CH boiler and partial floor heating,CH boiler,"Remeha (gas-fired combination boiler from 2016, in ownership)",16.195 m²,Full ownership,Outside the built-up area and unobstructed surrounding view,Surrounded by garden,Balcony present and french balcony present,Built-in,2 cars,Electrical door and electricity,Parking on private property,no
