header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Front garden,Garden location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
Bernadottelaan 210,3527 GB Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42685628-bernadottelaan-210/?navigateSource=resultlist,20220131_155556,"€ 470,000 kosten koper","€ 6,351    The asking price per m² (€ 470,000) is calculated by dividing the asking price of the home by the living area (74 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1959,Living area74 m²Exterior space attached to the building12 m²External storage space7 m²,74 m²,12 m²,7 m²,85 m²,268 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,Mechanical ventilation,A+        What does this mean?,Double glazing and completely insulated,Heat pump,85 m²,Full ownership,In residential district,Front garden,"41 m² (8,15 meter deep and 6,25 meter broad)",Located at the northwest,Roof terrace present,Detached wooden storage,Public parking,no
