header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Provisional energy label,Area,Ownership situation,Location,error
Callistusstraat 72,6467 CD Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/huis-49122154-callistusstraat-72/?navigateSource=resultlist,20220130_162443,"€ 185,000 kosten koper","€ 1,542    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 185,000) is calculated by dividing the asking price of the home by the living area (120 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",6+ months,Sold under reservation,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1948,Living area120 m²Other space inside the building21 m²Exterior space attached to the building18 m²,120 m²,21 m²,18 m²,263 m²,320 m³,3 rooms,1 separate toilet,1 story,F        What does this mean?,263 m²,Full ownership,In residential district,no
