header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,error
Bouwnummer (Bouwnr. 20),3071 EL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42671040-bouwnummer-bouwnr-20/?navigateSource=resultlist,20220126_005114,"€ 499,500 vrij op naam","€ 5,429    The asking price per m² (€ 499,500) is calculated by dividing the asking price of the home by the living area (92 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 14, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2024,Politiekeurmerk and SWK garantiecertificaat,Living area92 m²,92 m²,239 m³,3 rooms (2 bedrooms),1 story,6th floor,Mechanical ventilation,A        What does this mean?,Completely insulated,Complete floor heating and heat recovery unit,Central facility,"On navigable waterway, alongside water, in residential district and unobstructed surrounding view",Sun terrace,no
