header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Rijssenbeeklaan,6591 TB Gennep        ,https://www.funda.nl/en/koop/gennep/huis-42516681-rijssenbeeklaan/?navigateSource=resultlist,20220127_220504,"€ 342,420 vrij op naam","€ 3,530    The asking price per m² (€ 342,420) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Under option,Available in consultation,"Bungalow, double house (semi-bungalow)",New property,2022,Gable roof covered with roof tiles,Living area97 m²External storage space6 m²,97 m²,6 m²,250 m³,4 rooms (3 bedrooms),1 bathroom,Shower and toilet,2 stories and a loft,Solar panels,Not available,"Roof insulation, double glazing, energy efficient window, insulated walls, floor insulation and completely insulated",Partial floor heating and heat pump,Electrical boiler,In residential district,Back garden,Detached wooden storage,Electricity,Parking on private property and public parking,no
